,ES1,ES2,arrival rate I1,rho1,rho2,approximated sojourn time,Kingman formula sojourn time,simulation sojourn time,CV of inter-arrival at I2,special pod capacity,error_predict_theorem
168,1.3297872340425532,100,0.376,0.5,0.2,100.02006253908694,100.08757134139255,100.0154635629315,0.005383869071654962,188,0.0012559101654846334
169,1.3227513227513228,100,0.378,0.5,0.2,100.01997500624844,100.08513722210112,100.07249561521223,0.005219500012544519,189,0.001249265138154027
170,1.3157894736842106,100,0.38,0.5,0.2,100.02008757662955,100.08690159245519,100.09075598183775,0.005321817922216136,190,0.001242690058479532
171,1.3089005235602094,100,0.382,0.5,0.2,100.02005002501251,100.08417449014331,100.03697849860518,0.0051171579160270595,191,0.0012361838278068646
172,1.3020833333333333,100,0.384,0.5,0.2,100.01991257649557,100.08321408198287,100.07400365865952,0.005086353782608334,192,0.0012297453703703702
173,1.2953367875647668,100,0.386,0.5,0.2,100.02001250156269,100.08178085724691,100.123769498002,0.00493838158039031,193,0.0012233736327000573
174,1.2886597938144329,100,0.388,0.5,0.2,100.02002500625156,100.08314781685287,99.97705917397764,0.005043518873020159,194,0.0012170675830469645
175,1.282051282051282,100,0.39,0.5,0.2,100.01997500624844,100.08818005394386,100.00196657347452,0.005463231147735165,195,0.0012108262108262108
176,1.2755102040816326,100,0.392,0.5,0.2,100.0199375390381,100.08341083294152,100.08756340515342,0.005093771605984284,196,0.0012046485260770977
177,1.2690355329949239,100,0.394,0.5,0.2,100.0199375390381,100.08129122177434,99.96121073180187,0.0049236714817403595,197,0.00119853355893965
178,1.2626262626262625,100,0.396,0.5,0.2,100.02003751406778,100.085325603711,100.01768855059512,0.005213268625830281,198,0.0011924803591470256
179,1.2562814070351758,100,0.398,0.5,0.2,100.01996251405723,100.08338793790058,100.11163354255737,0.00508356201320294,199,0.0011864879955332216
